id_sdm,nama_dosen,judul_kegiatan,tahun_kegiatan,jenis_kegiatan
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,The Application of RPG Game  Hello Counselor  to Support Students  Self-Study about Simultaneous Lin,2019,Prosiding seminar internasional
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,The Instructional Design of Blended Learning on Differential Calculus Using Successive Approximation Model,2019,Prosiding seminar internasional
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Developing Android-Based Comic for Learning Quadrilateral to Improve Seventh-gradersâ€™ Geometric Thinking ,2020,Prosiding seminar internasional
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Integrating the Hypothetical Learning Trajectory with Realistic Mathematics to In-Service Teachers Professional Development,2020,Prosiding seminar internasional
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Violent Videos Classification Using Wavelet and Support Vector Machine,2022,Prosiding seminar internasional
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Comparison of feature extraction for noise-robust gamelan tone signal recognition,2023,Prosiding seminar internasional
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Strategic Competence of Pre-Service Mathematics Teachers in Solving Environment and Culture-Based Combinatorial Problems,2023,Prosiding seminar internasional
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Analysis of students’ computational thinking skills in solving mathematical problems based on the level of logico-mathematical intelligence,2025,Prosiding seminar internasional
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,"A Comparative Study of PCA, FFT and Wavelet as Feature Extraction for Gamelan Tones Recognition",2017,Poster seminar internasional
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Pembelajaran Terintegrasi Pada Perkuliahan Metode Numerik I: Upaya Peningkatan Kualitas Struktur Logik Mahasiswa Dalam Penyelesaian Masalah Secara Num...,2005,Lain-lain
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,CONNECTEDNESS DIMENSION OF PRODUCTIVE PEDAGOGIES IN STUDENT&#39;S UNDERSTANDING TO CONCEPTS OF DIFFERENTIAL CALCULUS,2014,Lain-lain
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Artificial Intelligence-Based Game for Evaluation of Student Skill in Mathematic,2017,Lain-lain
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Analytical Weighting Scoring for Physics Multiple Correct Items to Improve the Accuracy of Students&#39; Ability Assessment.,2018,Lain-lain
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Analytical weighting scoring for Physics multiple correct items to improve the accuracy of students&#8217; ability assessment,2018,Lain-lain
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Analytical Weighting Scoring for Physics Multiple Correct Items to Improve the Accuracy of Students&#8217; Ability Assessment.,2018,Lain-lain
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Analytical weighting scoring for physics multiple correct items to improve the accuracy of studentsâ?? ability assessment,2018,Lain-lain
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Development of Android-based comic learning media on Quadrilateral Materials to improve geometric thinking ability of grade 7,2018,Lain-lain
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Development Procedure of RPG Game to Support Student&#8217;s Self-Study about Simultaneous Linear Equations for Senior High School Students,2019,Lain-lain
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Foundation of Mathematics Courses Using Virtual Learning,2019,Lain-lain
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,The Application of RPG Game &#8220;Hello Counselor&#8221; to Support Students&#39; Self-Study about Simultaneous Linear Equations,2019,Lain-lain
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Developing Android-Based Comic for Learning Quadrilateral to Improve Seventh-graders&#8217; Geometric Thinking,2020,Lain-lain
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Integrating the Hypothetical Learning Trajectory with Realistic Mathematics to In-Service Teachers&#8217; Professional Development,2020,Lain-lain
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Clustering the Students  Behavior on the e-Learning using the Density-Based Algorithm,2021,Lain-lain
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Clustering the Students&#39; Behavior on the e-Learning using the Density-Based Algorithm,2021,Lain-lain
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Development Student&#39;s Worksheets Solid Curved Surface Based on Augmented Reality,2021,Lain-lain
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,On the Extension of Sir Model on the Spread of Covid 19 by Assuming Two Types of Viruses,2021,Lain-lain
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Pengembangan Media Pembelajaran Mobile Learning Berbasis Android Pada Materi Pola Bilangan,2021,Lain-lain
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Violence Classification Using Support Vector Machine and Deep Transfer Learning Feature Extraction,2021,Lain-lain
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,DEVELOPMENT OF ELECTRONIC MODULE WITH AUGMENTED REALITY ON PYRAMID FOR VIII GRADE,2022,Lain-lain
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Literasi Matematis Siswa Reflektif dan Siswa Impulsif dalam Menyelesaikan Masalah Kontekstual Berorientasi PISA,2022,Lain-lain
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,PENGEMBANGAN GAME EDUKASI BERBASIS ANDROID SEBAGAI SUPLEMEN PEMBELAJARAN PADA MATERI PERBANDINGAN,2022,Lain-lain
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,INDEPENDENCE TEST OF GAMELAN INSTRUMENTS SIGNAL IN TIME DOMAIN AND FREQUENCY DOMAIN,2013,Jurnal nasional terakreditasi
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Pengembangan Media Pembelajaran M-Learning Berbasis Android Pada Materi SPLDV,2019,Jurnal nasional terakreditasi
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,The Development of Computer Based Interactive Learning Media on Limit Function,2019,Jurnal nasional terakreditasi
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Pengembangan Aplikasi Game Berbasis Android Sebagai Media Pembelajaran Pada Materi Aritmatika Sosial,2020,Jurnal nasional terakreditasi
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Development Students Worksheets Solid Curved Surface Based on Augmented Reality,2021,Jurnal nasional terakreditasi
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,"KOMPARASI METODE SUPPORT VECTOR MACHINE (SVM), K-NEAREST NEIGHBORS (KNN), DAN RANDOM FOREST (RF) UNTUK PREDIKSI PENYAKIT GAGAL JANTUNG",2022,Jurnal nasional terakreditasi
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Profil Berpikir Kritis Siswa Laki-Laki Maskulin dan Perempuan Feminin dalam Menyelesaikan Masalah Literasi Numerasi pada Asesmen Kompetensi Minimum,2022,Jurnal nasional terakreditasi
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Development of Android-Based Learning Media On Operations of Integers,2023,Jurnal nasional terakreditasi
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,DEVELOPMENT OF STUDENT WORKSHEETS ELECTRONIC (E-LKPD) FOR GEOMETRY TRANSFORMATION MATERIALS,2023,Jurnal nasional terakreditasi
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,ICT-Based Statistical Learning Design to Train Middle School Students Higher Order Thinking Skills,2023,Jurnal nasional terakreditasi
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Lapisan Pemahaman Dan Folding Back Siswa Dalam Menyelesaikan Masalah Matematika Ditinjau Dari Adversity Quotient,2023,Jurnal nasional terakreditasi
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Media Pembelajaran Berbasis ICT Menggunakan Software Scratch pada Materi Peluang di SMPN 18 Banjarmasin,2023,Jurnal nasional terakreditasi
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,PENERAPAN PEMBELAJARAN DARING PADA MATA PELAJARAN MATEMATIKA MATERI BARISAN DAN DERET UNTUK KELAS XI,2023,Jurnal nasional terakreditasi
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,UPAYA DAN KENDALA PENGEMBANGAN MULTIMEDIA DALAM PEMBELAJARAN MATEMATIKA DI JURUSAN MATEMATIKA UNESA,2008,Jurnal nasional
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Pengembangan Media Pembelajaran Matematika Berbasis ICT (Information and Communication Technology) untuk Menumbuhkan Minat dan Motivasi Siswa dalam Memahami Konsep Matematika di SMP,2009,Jurnal nasional
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Penerapan metode economic order quantity (EOQ) dengan backorder untuk optimalisasi persediaan bahan baku pakan ternak,2019,Jurnal nasional
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Pengembangan Bahan Ajar Berbasis Blended Learning Pada Mata Kuliah Dasar-Dasar Matematika,2019,Jurnal nasional
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Pelatihan Pembuatan Media Pembelajaran Interaktif Bagi Guru-guru di Kabupaten Lombok Timur,2021,Jurnal nasional
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Development of Flipbook-Based Interactive E-Module to Facilitate Series and Sequences Learning Process for 10th Grade,2023,Jurnal nasional
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Pengembangan Game Edukasi Ksatria Aljabar Berbasis Android sebagai Suplemen Pembelajaran pada Materi Aljabar,2023,Jurnal nasional
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Pengembangan Media Pembelajaran Interaktif pada Materi Sistem Persamaan Linear Dua Variabel,2023,Jurnal nasional
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Pengembangan Media Pembelajaran Visual Novel “Plus and Minus” Berbasis Smartphone untuk Materi Bilangan Bulat SMP,2023,Jurnal nasional
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,KURTOSIS-BASED PROJECTION PURSUIT FOR SIGNAL SEPARATION OF TRADITIONAL MUSICAL INSTRUMENTS.,2016,Jurnal internasional bereputasi
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Analytical weighting scoring for Physics multiple correct items to improve the accuracy of students ability assessment,2018,Jurnal internasional bereputasi
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Plant Leaf Recognition Using Competitive Based Learning Algorithm,2018,Jurnal internasional bereputasi
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Co-infection model for Covid-19 and Rubella with vaccination treatment: stability and threshold,2022,Jurnal internasional bereputasi
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Strategic Flexibility and Performance of Students In Solving Open Problems,2025,Jurnal internasional bereputasi
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Subgraf planar maksimal yang mengandung subgraf dengan derajat setiap verteks maksimum dua,1997,Hasil penelitian/pemikiran yang tidak dipublikasikan
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Pemisahan Sinyal Instrumen Gamelan Menggunakan Metode-Metode-Metode Berbasis Component Analysis,2017,Hasil penelitian/pemikiran yang tidak dipublikasikan
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,PHYTON PROGRAMMING: DEEP LEARNING,2022,Buku referensi
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,PYTHON PROGRAMMING: MACHINE LEARNING,2022,Buku referensi
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Independence Test of Gamelan Instruments In Time Domain And Frequency Domain,2013,Buku lainnya
e4u0fxTGIXZk6OVg1D7m069hCuRXliun1mKiHaKuuctsYHsZ27ohFYlcf9jNv9rJbQIUIQ==,Atik Wintarti,Detecting violent scenes in movies using Gated Recurrent Units and Discrete Wavelet Transform,2022,Artikel ilmiah
ug18IBRkRo2_1vVjCnaL2pNGZVIi9vtromIBpKjtE9X1x2pHmT5WyXIHHpgtZjN9gyGe9g==,Siska Puspitaningsih, Efektifitas Penggunaan Wodershare Filmora dalam Editing Video Pada Pembelajaran Pengantar Teknologi Informasi,2023,Prosiding seminar nasional
ug18IBRkRo2_1vVjCnaL2pNGZVIi9vtromIBpKjtE9X1x2pHmT5WyXIHHpgtZjN9gyGe9g==,Siska Puspitaningsih,PENERAPAN METODE AGILE PADAAPLIKASI PEMBELAJARAN ETNOMATEMATIKA BERBASIS  AUGMENTED REALITY,2024,Prosiding seminar nasional
ug18IBRkRo2_1vVjCnaL2pNGZVIi9vtromIBpKjtE9X1x2pHmT5WyXIHHpgtZjN9gyGe9g==,Siska Puspitaningsih,The Role of Artificial Intelligence in Children's Education for A Digital Future,2022,Prosiding seminar internasional
ug18IBRkRo2_1vVjCnaL2pNGZVIi9vtromIBpKjtE9X1x2pHmT5WyXIHHpgtZjN9gyGe9g==,Siska Puspitaningsih,Evaluasi Sistem Informasi Manajemen LPPM IKIP PGRI Bojonegoro menggunakan Usability Testing,2022,Jurnal nasional terakreditasi
ug18IBRkRo2_1vVjCnaL2pNGZVIi9vtromIBpKjtE9X1x2pHmT5WyXIHHpgtZjN9gyGe9g==,Siska Puspitaningsih,PELATIHAN PEMANFAATAN SOFTWARE GEOGEBRA PADA SISWA  KELAS XI SMA N 1 BALEN BOJONEGORO,2022,Jurnal nasional terakreditasi
ug18IBRkRo2_1vVjCnaL2pNGZVIi9vtromIBpKjtE9X1x2pHmT5WyXIHHpgtZjN9gyGe9g==,Siska Puspitaningsih,Pelatihan Pemanfaatan Software Geogebra Pada Siswa Kelas XI SMA N 1 Balen Bojonegoro,2022,Jurnal nasional terakreditasi
ug18IBRkRo2_1vVjCnaL2pNGZVIi9vtromIBpKjtE9X1x2pHmT5WyXIHHpgtZjN9gyGe9g==,Siska Puspitaningsih,Implementasi Aplikasi Pembelajaran Bangun Datar pada Siswa Sekolah Dasar Berbasis Mobile,2023,Jurnal nasional
ug18IBRkRo2_1vVjCnaL2pNGZVIi9vtromIBpKjtE9X1x2pHmT5WyXIHHpgtZjN9gyGe9g==,Siska Puspitaningsih,"The Effect of The Cooperative Learning Model Type Preview, Question, Read, Reflect, Recite, Review (Pq4r) On Students' Critical Thinking Skills On The Circle",2023,Jurnal nasional
ug18IBRkRo2_1vVjCnaL2pNGZVIi9vtromIBpKjtE9X1x2pHmT5WyXIHHpgtZjN9gyGe9g==,Siska Puspitaningsih,Pelatihan Pembelajaran Tematik pada Sekolah Menengah Pertama menggunakan Kolaborasi Pendekatan Teaching At The Right Level (TARL) dan Metode Problem Based Learning (PBL),2024,Jurnal nasional
ug18IBRkRo2_1vVjCnaL2pNGZVIi9vtromIBpKjtE9X1x2pHmT5WyXIHHpgtZjN9gyGe9g==,Siska Puspitaningsih,Peningkatan Literasi Siswa Sekolah Dasar Dengan Pojok Baca,2024,Jurnal nasional
ug18IBRkRo2_1vVjCnaL2pNGZVIi9vtromIBpKjtE9X1x2pHmT5WyXIHHpgtZjN9gyGe9g==,Siska Puspitaningsih,Pelatihan Pemanfaatan Software Geogebra Dalam Pembelajaran Matematika Dengan Materi Program Linier Untuk Siswa Kelas XI SMAN 1 Balen Bojonegoro,2022,Hasil penelitian/pemikiran yang tidak dipublikasikan
XSZZdZfK-0lj0Q0D8ItXeI3YO8eS_s4kerNAxQfMPBwYdGSwG59phJuyammBJnzq6i0q_Q==,Heri Purnawan,Positioning Estimation of Autonomous Car using Extended Kalman Filter,2023,Prosiding seminar internasional
XSZZdZfK-0lj0Q0D8ItXeI3YO8eS_s4kerNAxQfMPBwYdGSwG59phJuyammBJnzq6i0q_Q==,Heri Purnawan,STUDY ON THE PROBLEMS OF PARTICLE DYNAMICS AND RIGID BODIES (MECHNICAL ENGINEERING FIELD) AND ELECTRICAL CIRCUITS (ELECTRICAL ENGINEERING),2023,Prosiding seminar internasional
XSZZdZfK-0lj0Q0D8ItXeI3YO8eS_s4kerNAxQfMPBwYdGSwG59phJuyammBJnzq6i0q_Q==,Heri Purnawan,Reference Tracking of Quadrotor Using Modified Nonlinear Model Predictive Control Based on Nonlinear Disturbance Observer,2024,Prosiding seminar internasional
XSZZdZfK-0lj0Q0D8ItXeI3YO8eS_s4kerNAxQfMPBwYdGSwG59phJuyammBJnzq6i0q_Q==,Heri Purnawan,Stochastic model predictive control for flight path angle tracking of f-16 aircraft based on polynomial chaos,2024,Prosiding seminar internasional
XSZZdZfK-0lj0Q0D8ItXeI3YO8eS_s4kerNAxQfMPBwYdGSwG59phJuyammBJnzq6i0q_Q==,Heri Purnawan,Barisan Aritmetika Bertingkat  dengan Menggunakan Interpolasi Lagrange,2022,Jurnal nasional terakreditasi
XSZZdZfK-0lj0Q0D8ItXeI3YO8eS_s4kerNAxQfMPBwYdGSwG59phJuyammBJnzq6i0q_Q==,Heri Purnawan,Moving Horizon State Estimation for Linear System with Application to Autonomous Vehicle,2023,Jurnal nasional terakreditasi
XSZZdZfK-0lj0Q0D8ItXeI3YO8eS_s4kerNAxQfMPBwYdGSwG59phJuyammBJnzq6i0q_Q==,Heri Purnawan,Optimal Control with Treatment and Water Sanitation for Cholera Epidemic Model,2023,Jurnal nasional terakreditasi
XSZZdZfK-0lj0Q0D8ItXeI3YO8eS_s4kerNAxQfMPBwYdGSwG59phJuyammBJnzq6i0q_Q==,Heri Purnawan,"Tingkat Depresi, Stres, dan Kecemasan Mahasiswa Teknik Elektro selama Pembelajaran Daring",2023,Jurnal nasional terakreditasi
XSZZdZfK-0lj0Q0D8ItXeI3YO8eS_s4kerNAxQfMPBwYdGSwG59phJuyammBJnzq6i0q_Q==,Heri Purnawan,Pelatihan Pembuatan Briket Sekam Padi dalam Usaha Peningkatan Ekonomi Masyarakat,2024,Jurnal nasional terakreditasi
XSZZdZfK-0lj0Q0D8ItXeI3YO8eS_s4kerNAxQfMPBwYdGSwG59phJuyammBJnzq6i0q_Q==,Heri Purnawan,Pelatihan PLC Outseal Dan SCADA Haiwell Di SMK Negeri 1 Lamongan,2024,Jurnal nasional terakreditasi
XSZZdZfK-0lj0Q0D8ItXeI3YO8eS_s4kerNAxQfMPBwYdGSwG59phJuyammBJnzq6i0q_Q==,Heri Purnawan,Optimal Control with Treatment and Water Sanitation for Cholera Epidemic Model,2023,Jurnal nasional
XSZZdZfK-0lj0Q0D8ItXeI3YO8eS_s4kerNAxQfMPBwYdGSwG59phJuyammBJnzq6i0q_Q==,Heri Purnawan,Model Predictive Control Design under Stochastic Parametric Uncertainties Based on Polynomial Chaos Expansions for F-16 Aircraft,2024,Jurnal internasional bereputasi
51rEX5Z49Gjhoqhh3pOnCQ5S2QvV3JYEACF0lOljO1g5quKtkSwAhuNECwAvTIKy97ke8g==,Ibnu Febry Kurniawan,Pipeline ETL Terdistribusi untuk Klasifikasi Berita Clickbait dan Topik Berita,2025,Prosiding seminar nasional
51rEX5Z49Gjhoqhh3pOnCQ5S2QvV3JYEACF0lOljO1g5quKtkSwAhuNECwAvTIKy97ke8g==,Ibnu Febry Kurniawan,Rancang Bangun dan Evaluasi Sistem Pipeline Asinkron untuk Pengelolaan dan Analitik Data Meteorologi dan Panel Surya,2025,Prosiding seminar nasional
