course_url,mata_kuliah,kelas,program_studi,semester,lectures_count,description,cpmk,pengampu_1,pengampu_2,pertemuan_1,date_1,pertemuan_2,date_2,pertemuan_3,date_3,pertemuan_4,date_4,pertemuan_5,date_5,pertemuan_6,date_6,pertemuan_7,date_7,pertemuan_8,date_8,pertemuan_9,date_9,pertemuan_10,date_10,pertemuan_11,date_11,pertemuan_12,date_12,pertemuan_13,date_13,pertemuan_14,date_14,pertemuan_15,date_15,pertemuan_16,date_16,total_activities
https://sindig.unesa.ac.id/course/3/3040/kecerdasan-artifisial,Kecerdasan Artifisial,INT24,S1 Sains Data,3,2,"Mata kuliah ini memperkenalkan konsep dasar kecerdasan buatan (artificial intelligence) serta berbagai pendekatan dan teknik untuk memecahkan permasalahan di bidang kecerdasan buatan. Peserta kuliah akan dibekali dengan pemahaman teoritis dan ketrampilan praktis yang terkait dengan dasar-dasar pengembangan agen yang cerdas dan otonom. Topik-topik yang dibahas meliputi konsep artificial intelligence dan rational agents; teknik-teknik pemodelan dan pencarian solusi dari berbagai variasi permasalahan dalam sistem cerdas, antara lain: uninformed search, informed/heuristic search, local search, adversarial search, constraint satisfaction problems, pendekatan logika untuk representasi pengetahuan serta penalaran, pendekatan probabilistik dalam pengambilan keputusan, pembelajaran mesin (supervised dan unsupervised: klasifikasi, regresi, clustering, metode berbasis tree dan berbasis neural network).","Mahasiswa mampu menjelaskan konsep dasar tentang agen yang cerdas dan otonom | Mahasiswa mampu menerapkan kerangka pikir state-space-search, baik uninformed maupun informed search, untuk memodelkan sebuah masalah, dan merancang serta mengimplementasikannya untuk menyelesaikan masalah tersebut | Mahasiswa mampu menerapkan teknik-teknik penyelesaian constraint satisfaction problems | Mahasiswa mampu menggunakan logika sebagai bahasa representasi pengetahuan untuk memodelkan aspek-aspek tentang dunia nyata, serta melakukan penalaran terhadap representasi tersebut | Mahasiswa mampu menerapkan prinsip-prinsip pengambilan keputusan berdasarkan pemodelan dan penalaran probabilistik serta pemelajaran dari data | Mahasiswa mampu menjelaskan pendekatan algoritma pembelajaran supervised dan unsupervised | Mahasiswa mampu merancang penyelesaian masalah menggunakan teknik kecerdasan artifisial | Mahasiswa mampu menyelesaikan masalah konsep Teori Optimasi | Mahasiswa mampu merancang ide dan penyelesaian masalah menggunakan teknik kecerdasan artifisial secara berkelompok | Mahasiswa mampu menjelaskan pendekatan algoritma pembelajaran berbasis Neural Network | Mahasiswa mampu menjelaskan pendekatan algoritma pembelajaran berbasis Tree",Riskyana Dewi Intan Puspitasari,Kartika Chandra Dewi,Konsep dasar tentang agen yang cerdas dan otonom,26 Agustus 2025,"Kerangka pikir state-space-search, baik uninformed maupun informed search, untuk memodelkan sebuah masalah, dan merancang serta mengimplementasikan-nya untuk menyelesaikan masalah tersebut",2 September 2025,Teknik-teknik penyelesaian constraint satisfaction problem,9 September 2025,"Konsep logika sebagai bahasa representasi pengetahuan untuk memodelkan aspek-aspek tentang dunia nyata, serta melakukan penalaran terhadap representasi",23 September 2025,Algoritma pembelajaran (supervised learning),30 September 2025,Algoritma pembelajaran (unsupervised learning),7 Oktober 2025,Algoritma pembelajaran Decision Tree,14 Oktober 2025,Materi yang telah disampaikan sejak pertemuan ke-1 sampai dengan ke-7.,21 Oktober 2025,Algoritma Random Forest,28 Oktober 2025,Prinsip-prinsip pengambilan keputusan berdasarkan pemodelan dan penalaran probabilistik serta pemelajaran dari data,4 November 2025,Pembelajaran algoritma berbasis Neural Network,11 November 2025,,18 November 2025,Algoritma teori optimasi,25 November 2025,Merancang penyelesaian masalah menggunakan teknik kecerdasan artifisial,2 Desember 2025,Merancang penyelesaian masalah menggunakan teknik kecerdasan artifisial,9 Desember 2025,Membuat model Kecerdasan Artifisial dengan konsep dan algoritma yang sudah dipelajari pada masalah nyata dan mempresentasikan serta mendemokan aplikasi yang sudah dibuat.,16 Desember 2025,16
https://sindig.unesa.ac.id/course/3/2788/data-wrangling,Data Wrangling,2024C,S1 Sains Data,3,2,"Data wrangling mempelajari konsep inti dan teknik pengumpulan dan pembersihan data, integrasi data, transformasi dan standarisasi data yang bertujuan untuk mengonversi dan mempersiapkan data mentah ke dalam format yang memungkinkan penggunaan dan analisis data yang lebih efisien. Diharapkan agar mahasiswa mampu mengolah data secara efisien, membahas masalah kualitas  dan manajemen data, dan penyimpanan data yang relevan sesuai kebutuhan.","Mampu memahami konsep dasar dan tahapan pada data wrangling | Mampu memahami berbagai jenis sumber data, tipe, format penyimpanan, dan struktur data | Mampu melakukan teknik pengumpulan, integrasi, dan penyimpanan data dari sumber digital | Mampu menerapkan teknik pembersihan, standarisasi data, dan eksplorasi untuk keperluan data wrangling | Mampu merancang pipeline data wrangling untuk mendukung proses analisis data | Mampu merancang penyelesaian masalah menggunakan teknik data wrangling",Dinda Galuh Guminta,Heri Purnawan,Konsep dasar dan tahapan data wrangling,29 Agustus 2025,"Berbagai jenis sumber data, tipe, dan format penyimpanan",4 September 2025,Dan menerapkan teknik web scrapping,12 September 2025,Dan menerapkan teknik pengumpulan data dari dokumen PDF,24 September 2025,Dan menerapkan teknik integrasi data,1 Oktober 2025,"Dan melakukan proses penyimpanan data pada basis data, cloud, dan media lokal",8 Oktober 2025,"Dan menerapkan metode investigasi, matching, dan formatting pada data wrangling",15 Oktober 2025,Ujian Tengah Semester,22 Oktober 2025,Dan menerapkan metode eksplorasi dan analisis untuk keperluan data wrangling,29 Oktober 2025,Dan melakukan pemrosesan data dalam grup,5 November 2025,Konsep dan melakukan proses wrangling pada data volume besar,12 November 2025,Dan merancang pipeline data wrangling untuk mendukung proses analisis data,19 November 2025,Merancang penyelesaian masalah menggunakan teknik data wrangling,26 November 2025,Merancang penyelesaian masalah menggunakan teknik data wrangling,3 Desember 2025,Merancang penyelesaian masalah menggunakan teknik data wrangling,10 Desember 2025,Merancang penyelesaian masalah menggunakan teknik data wrangling,17 Desember 2025,16
https://sindig.unesa.ac.id/course/3/2788/data-wrangling,Data Wrangling,INT24,S1 Sains Data,3,2,"Data wrangling mempelajari konsep inti dan teknik pengumpulan dan pembersihan data, integrasi data, transformasi dan standarisasi data yang bertujuan untuk mengonversi dan mempersiapkan data mentah ke dalam format yang memungkinkan penggunaan dan analisis data yang lebih efisien. Diharapkan agar mahasiswa mampu mengolah data secara efisien, membahas masalah kualitas  dan manajemen data, dan penyimpanan data yang relevan sesuai kebutuhan.","Mampu memahami konsep dasar dan tahapan pada data wrangling | Mampu memahami berbagai jenis sumber data, tipe, format penyimpanan, dan struktur data | Mampu melakukan teknik pengumpulan, integrasi, dan penyimpanan data dari sumber digital | Mampu menerapkan teknik pembersihan, standarisasi data, dan eksplorasi untuk keperluan data wrangling | Mampu merancang pipeline data wrangling untuk mendukung proses analisis data | Mampu merancang penyelesaian masalah menggunakan teknik data wrangling",Heri Purnawan,Dinda Galuh Guminta,Konsep dasar dan tahapan data wrangling,29 Agustus 2025,"Berbagai jenis sumber data, tipe, dan format penyimpanan",4 September 2025,Dan menerapkan teknik web scrapping,12 September 2025,Dan menerapkan teknik pengumpulan data dari dokumen PDF,24 September 2025,Dan menerapkan teknik integrasi data,1 Oktober 2025,"Dan melakukan proses penyimpanan data pada basis data, cloud, dan media lokal",8 Oktober 2025,"Dan menerapkan metode investigasi, matching, dan formatting pada data wrangling",15 Oktober 2025,Ujian Tengah Semester,22 Oktober 2025,Dan menerapkan metode eksplorasi dan analisis untuk keperluan data wrangling,29 Oktober 2025,Dan melakukan pemrosesan data dalam grup,5 November 2025,Konsep dan melakukan proses wrangling pada data volume besar,12 November 2025,Dan merancang pipeline data wrangling untuk mendukung proses analisis data,19 November 2025,Merancang penyelesaian masalah menggunakan teknik data wrangling,26 November 2025,Merancang penyelesaian masalah menggunakan teknik data wrangling,3 Desember 2025,Merancang penyelesaian masalah menggunakan teknik data wrangling,10 Desember 2025,Merancang penyelesaian masalah menggunakan teknik data wrangling,17 Desember 2025,16
https://sindig.unesa.ac.id/course/3/2883/basis-data,Basis Data,2024E,S1 Sains Data,3,1,"Mata kuliah ini membahas tentang konsep dan definisi dari basis data, yang meliputi konsep penyusunan basis data dan arsitektur dan perancangan basis data dengan menggunakan pendekatan model relasional (entity relationship diagram). Selain itu dibahas juga tentang konsep mapping antara model konseptual ke dalam model fisik basis data. Selanjutnya, dikenalkan konsep normalisasi basis data sebagai bagian dari metode pengujian kualitas rancangan basis data. Setelah itu, dipelajari konsep pengolahan basis data dengan pendekatan notasi aljabar relasional yang diperkuat dengan pengenalan konsep dan implementasi penggunaan bahasa query (SQL) melalui data definition language (DDL) dan data manipulation language (DML).","Mampu berpikir logis, kritis, sistematis, dan kreatif dalam merancang sistem basis data yang berguna dalam kehidupan nyata | Mampu bekerja sama dalam tim untuk mengelola basis data | Mampu menuliskan query SQL berdasarkan algoritma yang ada | Mampu mengelola data dan informasi dalam sistem basis data | Mampu mengimplementasikan konsep basis data dalam menyelesaikan permasalahan bidang sains data",Dinda Galuh Guminta,,Konsep basis data,28 Agustus 2025,Merancang model konseptual basis data relasional,4 September 2025,Merancang model konseptual basis data relasional,11 September 2025,Merancang model konseptual basis data relasional,25 September 2025,Merancang model konseptual basis data relasional,2 Oktober 2025,Melakukan mapping model basis data konseptual ke dalam model fisik,9 Oktober 2025,Melakukan mapping model basis data konseptual ke dalam model fisik,16 Oktober 2025,Merancang basis data dengan teknik normalisasi,23 Oktober 2025,Konsep basis data dari studi kasus untuk membangun Entity Relationship Diagram (ERD),30 Oktober 2025,Algoritma query melalui Aljabar Relasional (AR) dan Kalkulus Relational (KR),6 November 2025,Algoritma query melalui Aljabar Relasional (AR) dan Kalkulus Relational (KR),13 November 2025,Menulis query dengan SQL,20 November 2025,Menulis query dengan SQL Kompleks,27 November 2025,Menulis query dengan SQL Kompleks,4 Desember 2025,Merancang sistem basis data untuk menyelesaikan permasalahan yang berkaitan dengan Sains Data,11 Desember 2025,Ujian Akhir Semester,18 Desember 2025,16
https://sindig.unesa.ac.id/course/3/2883/basis-data,Basis Data,2024B,S1 Sains Data,3,1,"Mata kuliah ini membahas tentang konsep dan definisi dari basis data, yang meliputi konsep penyusunan basis data dan arsitektur dan perancangan basis data dengan menggunakan pendekatan model relasional (entity relationship diagram). Selain itu dibahas juga tentang konsep mapping antara model konseptual ke dalam model fisik basis data. Selanjutnya, dikenalkan konsep normalisasi basis data sebagai bagian dari metode pengujian kualitas rancangan basis data. Setelah itu, dipelajari konsep pengolahan basis data dengan pendekatan notasi aljabar relasional yang diperkuat dengan pengenalan konsep dan implementasi penggunaan bahasa query (SQL) melalui data definition language (DDL) dan data manipulation language (DML).","Mampu berpikir logis, kritis, sistematis, dan kreatif dalam merancang sistem basis data yang berguna dalam kehidupan nyata | Mampu bekerja sama dalam tim untuk mengelola basis data | Mampu menuliskan query SQL berdasarkan algoritma yang ada | Mampu mengelola data dan informasi dalam sistem basis data | Mampu mengimplementasikan konsep basis data dalam menyelesaikan permasalahan bidang sains data",Dinda Galuh Guminta,,Konsep basis data,28 Agustus 2025,Merancang model konseptual basis data relasional,4 September 2025,Merancang model konseptual basis data relasional,11 September 2025,Merancang model konseptual basis data relasional,25 September 2025,Merancang model konseptual basis data relasional,2 Oktober 2025,Melakukan mapping model basis data konseptual ke dalam model fisik,9 Oktober 2025,Melakukan mapping model basis data konseptual ke dalam model fisik,16 Oktober 2025,Merancang basis data dengan teknik normalisasi,23 Oktober 2025,Konsep basis data dari studi kasus untuk membangun Entity Relationship Diagram (ERD),30 Oktober 2025,Algoritma query melalui Aljabar Relasional (AR) dan Kalkulus Relational (KR),6 November 2025,Algoritma query melalui Aljabar Relasional (AR) dan Kalkulus Relational (KR),13 November 2025,Menulis query dengan SQL,20 November 2025,Menulis query dengan SQL Kompleks,27 November 2025,Menulis query dengan SQL Kompleks,4 Desember 2025,Merancang sistem basis data untuk menyelesaikan permasalahan yang berkaitan dengan Sains Data,11 Desember 2025,Ujian Akhir Semester,18 Desember 2025,16
https://sindig.unesa.ac.id/course/3/2787/statistika-inferensial,Statistika Inferensial,2024B,S1 Sains Data,3,1,"Pada mata kuliah ini akan dipelajari teori statistik yang mendasari konsep pengambilan keputusan melalui pengujian hipotesis sehingga mahasiswa dapat menguasai konsep distribusi sampling, estimasi parameter yang meliputi penaksiran titik, interval, metode penentuan penaksir dan sifat-sifat penaksir. Kemudian juga dipelajari tentang metode pengujian hipotesis pada sampling distribusi normal melalui penerapan pengujian mean dan varians, analisis regresi linear, baik sederhana atau berganda, regresi logistik, regresi poisson dan negative binomial, model untuk klasifikasi, klastering serta aplikasi dalam metode statistika nonparametrik. Dengan demikian mahasiswa akan memiliki pengalaman belajar untuk berfikir secara kristis dan mampu memberikan keputusan yang tepat tentang penggunaan konsep tersebut",Mahasiswa memahami makna statistika inferensial | Mahasiswa memahami estimasi parameter | Mahasiswa memahami pengujian hipotesis statistik | Mahasiswa memahami konsep pemodelan,Dinda Galuh Guminta,,Perbedaan antara statitika deskriptif dan inferensial,26 Agustus 2025,Distribusi sampling,3 September 2025,Teori tentang estimasi parameter,9 September 2025,Teori tentang estimasi parameter,16 September 2025,Pengujian hipotesis statistik,30 September 2025,Pengujian hipotesis statistik,7 Oktober 2025,Pengujian hipotesis statistik,14 Oktober 2025,Ujian Tengah Semester,21 Oktober 2025,Pengujian hipotesis statistik,28 Oktober 2025,Pengujian hipotesis statistik,4 November 2025,Pemodelan regresi linier,11 November 2025,Pemodelan regresi linier,18 November 2025,Pemodelan regresi linier,25 November 2025,Pemodelan generalized linear model,2 Desember 2025,Prosedur statistika non-parametrik,9 Desember 2025,Ujian Akhir Semester,16 Desember 2025,16
https://sindig.unesa.ac.id/course/3/2787/statistika-inferensial,Statistika Inferensial,2024A,S1 Sains Data,3,1,"Pada mata kuliah ini akan dipelajari teori statistik yang mendasari konsep pengambilan keputusan melalui pengujian hipotesis sehingga mahasiswa dapat menguasai konsep distribusi sampling, estimasi parameter yang meliputi penaksiran titik, interval, metode penentuan penaksir dan sifat-sifat penaksir. Kemudian juga dipelajari tentang metode pengujian hipotesis pada sampling distribusi normal melalui penerapan pengujian mean dan varians, analisis regresi linear, baik sederhana atau berganda, regresi logistik, regresi poisson dan negative binomial, model untuk klasifikasi, klastering serta aplikasi dalam metode statistika nonparametrik. Dengan demikian mahasiswa akan memiliki pengalaman belajar untuk berfikir secara kristis dan mampu memberikan keputusan yang tepat tentang penggunaan konsep tersebut",Mahasiswa memahami makna statistika inferensial | Mahasiswa memahami estimasi parameter | Mahasiswa memahami pengujian hipotesis statistik | Mahasiswa memahami konsep pemodelan,Dinda Galuh Guminta,,Perbedaan antara statitika deskriptif dan inferensial,26 Agustus 2025,Distribusi sampling,3 September 2025,Teori tentang estimasi parameter,9 September 2025,Teori tentang estimasi parameter,16 September 2025,Pengujian hipotesis statistik,30 September 2025,Pengujian hipotesis statistik,7 Oktober 2025,Pengujian hipotesis statistik,14 Oktober 2025,Ujian Tengah Semester,21 Oktober 2025,Pengujian hipotesis statistik,28 Oktober 2025,Pengujian hipotesis statistik,4 November 2025,Pemodelan regresi linier,11 November 2025,Pemodelan regresi linier,18 November 2025,Pemodelan regresi linier,25 November 2025,Pemodelan generalized linear model,2 Desember 2025,Prosedur statistika non-parametrik,9 Desember 2025,Ujian Akhir Semester,16 Desember 2025,16
https://sindig.unesa.ac.id/course/3/2804/literasi-digital,Literasi Digital,LD017,S1 Sains Data,2,1,"Mata kuliah Literasi Digital merupakan mata kuliah wajib umum (MKWU) bagi seluruh mahasiswa Universitas Negeri Surabaya yang disajikan pada tahun pertama perkuliahan.

Matakuliah ini membekali mahasiswa mengenai pemahaman tentang dunia digital, seperti penggunaan internet dan sosial media dengan bijak, menemukan dan menyaring informasi, implementasi teknologi untuk dunia Pendidikan, pemanfaatan software untuk karya tulis ilmiah, Penggunaan aplikasi untuk menunjang bidang studi, pembuatan konten berbasis teknologi, Pengaplikasian bahasa pemograman, serta penggunaan teknologi untuk kolaborasi project.

Kagiatan yang dilakukan selama pembelajaran antara lain praktek, diskusi, presentasi, penugasan individu, dan kolaborasi project akhir.","Mahasiswa mampu menerapkan konsep literasi digital, memanfaatkan perangkat digital dan teknologi informasi secara aman, etis, dan efektif dalam konteks akademik maupun profesional. | Mahasiswa mampu memanfaatkan berbagai teknologi digital, termasuk layanan cloud storage, konversi file, tools presentasi, dan platform kolaborasi daring untuk mendukung produktivitas individu maupun tim. | Mahasiswa mampu menerapkan teknik penulisan karya ilmiah sesuai template dan memanfaatkan software reference management seperti Mendeley secara tepat. | Mahasiswa mampu menganalisis perkembangan teknologi, topik digital terkini, regulasi terkait informasi dan transaksi elektronik, serta menyusun strategi pencegahan risiko digital sesuai ketentuan hukum yang berlaku | Mahasiswa mampu menerapkan konsep dasar Internet of Things (IoT) dan Artificial Intelligence (AI) dalam studi kasus sederhana untuk memecahkan permasalahan sehari-hari. | Mahasiswa mampu merancang, mengimplementasikan, dan mempresentasikan proyek akhir berbasis teknologi digital yang inovatif, serta melakukan evaluasi dan refleksi pembelajaran untuk perbaikan berkelanjutan.",Fadhilah Qalbi Annisa,,Konsep literasi digital dalam berbagai konteks penggunaan teknologi,1 September 2025,Menganalisis sejarah perkembangan teknologi untuk mengidentifikasi faktor pendorong dan arah kemajuan di masa depan,8 September 2025,Prinsip etika dunia siber dalam aktivitas digital sehari-hari,15 September 2025,Menganalisis topik-topik digital terkini dan merumuskan strategi pencegahan penipuan daring,22 September 2025,"Penggunaan berbagai teknologi untuk menyampaikan informasi secara efektif, misalnya melalui presentasi multimedia",29 September 2025,Layanan cloud storage dan teknik konversi file untuk meningkatkan efisiensi kerja individu maupun tim,6 Oktober 2025,Penggunaan template penulisan buku atau artikel ilmiah sesuai standar akademik,13 Oktober 2025,Ujian Tengah Semester (UTS),20 Oktober 2025,Mempraktikkan penggunaan software reference management seperti Mendeley untuk pengelolaan sitasi,27 Oktober 2025,Konsep e-commerce dan digital payment dalam simulasi transaksi daring,3 November 2025,Menganalisis aturan hukum informasi dan transaksi elektronik untuk mengkaji kepatuhan penggunaan teknologi,10 November 2025,Konsep Internet of Things (IoT) dan Artificial Intelligence (AI) dalam studi kasus sederhana,17 November 2025,Penggunaan berbagai tools Google untuk mendukung produktivitas akademik dan profesional,24 November 2025,Ketentuan UU ITE dan UU Perlindungan Data Pribadi pada skenario nyata,1 Desember 2025,Merancang dan mengimplementasikan proyek akhir berbasis teknologi digital yang inovatif,8 Desember 2025,Ujian Akhir Semester (UAS),15 Desember 2025,16
https://sindig.unesa.ac.id/course/3/2685/literasi-digital,Literasi Digital,LD016,S1 Sains Data,2,1,"Mata kuliah Literasi Digital merupakan mata kuliah wajib umum (MKWU) bagi seluruh mahasiswa Universitas Negeri Surabaya yang disajikan pada tahun pertama perkuliahan.

Matakuliah ini membekali mahasiswa mengenai pemahaman tentang dunia digital, seperti penggunaan internet dan sosial media dengan bijak, menemukan dan menyaring informasi, implementasi teknologi untuk dunia Pendidikan, pemanfaatan software untuk karya tulis ilmiah, Penggunaan aplikasi untuk menunjang bidang studi, pembuatan konten berbasis teknologi, Pengaplikasian bahasa pemograman, serta penggunaan teknologi untuk kolaborasi project.

Kagiatan yang dilakukan selama pembelajaran antara lain praktek, diskusi, presentasi, penugasan individu, dan kolaborasi project akhir.","Mahasiswa mampu menerapkan konsep literasi digital, memanfaatkan perangkat digital dan teknologi informasi secara aman, etis, dan efektif dalam konteks akademik maupun profesional. | Mahasiswa mampu memanfaatkan berbagai teknologi digital, termasuk layanan cloud storage, konversi file, tools presentasi, dan platform kolaborasi daring untuk mendukung produktivitas individu maupun tim. | Mahasiswa mampu menerapkan teknik penulisan karya ilmiah sesuai template dan memanfaatkan software reference management seperti Mendeley secara tepat. | Mahasiswa mampu menganalisis perkembangan teknologi, topik digital terkini, regulasi terkait informasi dan transaksi elektronik, serta menyusun strategi pencegahan risiko digital sesuai ketentuan hukum yang berlaku | Mahasiswa mampu menerapkan konsep dasar Internet of Things (IoT) dan Artificial Intelligence (AI) dalam studi kasus sederhana untuk memecahkan permasalahan sehari-hari. | Mahasiswa mampu merancang, mengimplementasikan, dan mempresentasikan proyek akhir berbasis teknologi digital yang inovatif, serta melakukan evaluasi dan refleksi pembelajaran untuk perbaikan berkelanjutan.",Dinda Galuh Guminta,,Konsep literasi digital dalam berbagai konteks penggunaan teknologi,1 September 2025,Menganalisis sejarah perkembangan teknologi untuk mengidentifikasi faktor pendorong dan arah kemajuan di masa depan,8 September 2025,Prinsip etika dunia siber dalam aktivitas digital sehari-hari,15 September 2025,Menganalisis topik-topik digital terkini dan merumuskan strategi pencegahan penipuan daring,22 September 2025,"Penggunaan berbagai teknologi untuk menyampaikan informasi secara efektif, misalnya melalui presentasi multimedia",22 September 2025,Layanan cloud storage dan teknik konversi file untuk meningkatkan efisiensi kerja individu maupun tim,6 Oktober 2025,Penggunaan template penulisan buku atau artikel ilmiah sesuai standar akademik,13 Oktober 2025,Ujian Tengah Semester (UTS),20 Oktober 2025,Mempraktikkan penggunaan software reference management seperti Mendeley untuk pengelolaan sitasi,27 Oktober 2025,Konsep e-commerce dan digital payment dalam simulasi transaksi daring,3 November 2025,Menganalisis aturan hukum informasi dan transaksi elektronik untuk mengkaji kepatuhan penggunaan teknologi,10 November 2025,Konsep Internet of Things (IoT) dan Artificial Intelligence (AI) dalam studi kasus sederhana,17 November 2025,Penggunaan berbagai tools Google untuk mendukung produktivitas akademik dan profesional,24 November 2025,Ketentuan UU ITE dan UU Perlindungan Data Pribadi pada skenario nyata,1 Desember 2025,Merancang dan mengimplementasikan proyek akhir berbasis teknologi digital yang inovatif,8 Desember 2025,Ujian Akhir Semester (UAS),15 Desember 2025,16
https://sindig.unesa.ac.id/course/3/2899/data-wrangling,Data Wrangling,2024E,S1 Sains Data,3,1,"Data wrangling mempelajari konsep inti dan teknik pengumpulan dan pembersihan data, integrasi data, transformasi dan standarisasi data yang bertujuan untuk mengonversi dan mempersiapkan data mentah ke dalam format yang memungkinkan penggunaan dan analisis data yang lebih efisien. Diharapkan agar mahasiswa mampu mengolah data secara efisien, membahas masalah kualitas  dan manajemen data, dan penyimpanan data yang relevan sesuai kebutuhan.","Mampu memahami konsep dasar dan tahapan pada data wrangling | Mampu memahami berbagai jenis sumber data, tipe, format penyimpanan, dan struktur data | Mampu melakukan teknik pengumpulan, integrasi, dan penyimpanan data dari sumber digital | Mampu menerapkan teknik pembersihan, standarisasi data, dan eksplorasi untuk keperluan data wrangling | Mampu merancang pipeline data wrangling untuk mendukung proses analisis data | Mampu merancang penyelesaian masalah menggunakan teknik data wrangling",Ike Fitriyaningsih,,Konsep dasar dan tahapan data wrangling,4 September 2025,"Berbagai jenis sumber data, tipe, dan format penyimpanan",11 September 2025,Dan menerapkan teknik web scrapping,18 September 2025,Dan menerapkan teknik pengumpulan data dari dokumen PDF,25 September 2025,Dan menerapkan teknik integrasi data,2 Oktober 2025,"Dan melakukan proses penyimpanan data pada basis data, cloud, dan media lokal",9 Oktober 2025,"Dan menerapkan metode investigasi, matching, dan formatting pada data wrangling",16 Oktober 2025,Ujian Tengah Semester,23 Oktober 2025,Dan menerapkan metode eksplorasi dan analisis untuk keperluan data wrangling,30 Oktober 2025,Dan melakukan pemrosesan data dalam grup,6 November 2025,Konsep dan melakukan proses wrangling pada data volume besar,13 November 2025,Dan merancang pipeline data wrangling untuk mendukung proses analisis data,20 November 2025,Merancang penyelesaian masalah menggunakan teknik data wrangling,27 November 2025,Merancang penyelesaian masalah menggunakan teknik data wrangling,4 Desember 2025,Merancang penyelesaian masalah menggunakan teknik data wrangling,11 Desember 2025,Merancang penyelesaian masalah menggunakan teknik data wrangling,18 Desember 2025,16
https://sindig.unesa.ac.id/course/3/2788/data-wrangling,Data Wrangling,2024D,S1 Sains Data,3,2,"Data wrangling mempelajari konsep inti dan teknik pengumpulan dan pembersihan data, integrasi data, transformasi dan standarisasi data yang bertujuan untuk mengonversi dan mempersiapkan data mentah ke dalam format yang memungkinkan penggunaan dan analisis data yang lebih efisien. Diharapkan agar mahasiswa mampu mengolah data secara efisien, membahas masalah kualitas  dan manajemen data, dan penyimpanan data yang relevan sesuai kebutuhan.","Mampu memahami konsep dasar dan tahapan pada data wrangling | Mampu memahami berbagai jenis sumber data, tipe, format penyimpanan, dan struktur data | Mampu melakukan teknik pengumpulan, integrasi, dan penyimpanan data dari sumber digital | Mampu menerapkan teknik pembersihan, standarisasi data, dan eksplorasi untuk keperluan data wrangling | Mampu merancang pipeline data wrangling untuk mendukung proses analisis data | Mampu merancang penyelesaian masalah menggunakan teknik data wrangling",Dinda Galuh Guminta,Heri Purnawan,Konsep dasar dan tahapan data wrangling,29 Agustus 2025,"Berbagai jenis sumber data, tipe, dan format penyimpanan",4 September 2025,Dan menerapkan teknik web scrapping,12 September 2025,Dan menerapkan teknik pengumpulan data dari dokumen PDF,24 September 2025,Dan menerapkan teknik integrasi data,1 Oktober 2025,"Dan melakukan proses penyimpanan data pada basis data, cloud, dan media lokal",8 Oktober 2025,"Dan menerapkan metode investigasi, matching, dan formatting pada data wrangling",15 Oktober 2025,Ujian Tengah Semester,22 Oktober 2025,Dan menerapkan metode eksplorasi dan analisis untuk keperluan data wrangling,29 Oktober 2025,Dan melakukan pemrosesan data dalam grup,5 November 2025,Konsep dan melakukan proses wrangling pada data volume besar,12 November 2025,Dan merancang pipeline data wrangling untuk mendukung proses analisis data,19 November 2025,Merancang penyelesaian masalah menggunakan teknik data wrangling,26 November 2025,Merancang penyelesaian masalah menggunakan teknik data wrangling,3 Desember 2025,Merancang penyelesaian masalah menggunakan teknik data wrangling,10 Desember 2025,Merancang penyelesaian masalah menggunakan teknik data wrangling,17 Desember 2025,16
https://sindig.unesa.ac.id/course/3/2899/data-wrangling,Data Wrangling,2024A,S1 Sains Data,3,1,"Data wrangling mempelajari konsep inti dan teknik pengumpulan dan pembersihan data, integrasi data, transformasi dan standarisasi data yang bertujuan untuk mengonversi dan mempersiapkan data mentah ke dalam format yang memungkinkan penggunaan dan analisis data yang lebih efisien. Diharapkan agar mahasiswa mampu mengolah data secara efisien, membahas masalah kualitas  dan manajemen data, dan penyimpanan data yang relevan sesuai kebutuhan.","Mampu memahami konsep dasar dan tahapan pada data wrangling | Mampu memahami berbagai jenis sumber data, tipe, format penyimpanan, dan struktur data | Mampu melakukan teknik pengumpulan, integrasi, dan penyimpanan data dari sumber digital | Mampu menerapkan teknik pembersihan, standarisasi data, dan eksplorasi untuk keperluan data wrangling | Mampu merancang pipeline data wrangling untuk mendukung proses analisis data | Mampu merancang penyelesaian masalah menggunakan teknik data wrangling",Ike Fitriyaningsih,,Konsep dasar dan tahapan data wrangling,4 September 2025,"Berbagai jenis sumber data, tipe, dan format penyimpanan",11 September 2025,Dan menerapkan teknik web scrapping,18 September 2025,Dan menerapkan teknik pengumpulan data dari dokumen PDF,25 September 2025,Dan menerapkan teknik integrasi data,2 Oktober 2025,"Dan melakukan proses penyimpanan data pada basis data, cloud, dan media lokal",9 Oktober 2025,"Dan menerapkan metode investigasi, matching, dan formatting pada data wrangling",16 Oktober 2025,Ujian Tengah Semester,23 Oktober 2025,Dan menerapkan metode eksplorasi dan analisis untuk keperluan data wrangling,30 Oktober 2025,Dan melakukan pemrosesan data dalam grup,6 November 2025,Konsep dan melakukan proses wrangling pada data volume besar,13 November 2025,Dan merancang pipeline data wrangling untuk mendukung proses analisis data,20 November 2025,Merancang penyelesaian masalah menggunakan teknik data wrangling,27 November 2025,Merancang penyelesaian masalah menggunakan teknik data wrangling,4 Desember 2025,Merancang penyelesaian masalah menggunakan teknik data wrangling,11 Desember 2025,Merancang penyelesaian masalah menggunakan teknik data wrangling,18 Desember 2025,16
